id,device_id,manufacturer,event_type,longitude,latitude,iot_signal_1,iot_signal_3,iot_signal_4,iot_signal_2
330,0x1000000000009,AI Inc.,system malfunction,-93.01379,41.74533,8,53,100,10
331,0x1000000000027,AI Inc.,tank below 5%,-93.103775,41.64457,2,52,102,3
332,0x1000000000003,AI Inc.,system malfunction,-92.99264,42.22561,1,53,105,2
333,0x100000000000d,Hot Data Ltd,tank below 5%,-93.14182,42.24292,3,55,104,3
334,0x1000000000024,AI Inc.,device error,-93.577126,41.94329,5,54,106,5
335,0x1000000000002,New World Corp,tank below 10%,-92.667465,42.372746,5,51,106,7
336,0x100000000001f,Hot Data Ltd,device error,-93.49848,42.47955,9,51,104,9
337,0x1000000000017,New World Corp,system malfunction,-93.43376,42.35318,9,50,102,9
338,0x100000000000a,Hot Data Ltd,tank below 5%,-93.307846,42.032288,5,54,100,7
339,0x100000000000d,Hot Data Ltd,tank below 10%,-93.05305,42.416542,6,55,102,6
340,0x1000000000026,New World Corp,device error,-93.44842,41.776226,5,55,105,5
341,0x100000000000d,Hot Data Ltd,tank below 5%,-93.003624,41.676357,3,54,102,3
342,0x1000000000005,New World Corp,tank below 10%,-92.67623,42.52319,6,54,103,8
343,0x1000000000015,AI Inc.,device error,-93.04379,41.64432,8,52,101,10
344,0x100000000000b,New World Corp,device error,-92.94837,42.222168,3,52,106,4
345,0x100000000000f,AI Inc.,tank below 10%,-92.93133,41.968304,5,53,104,7
346,0x100000000000f,AI Inc.,system malfunction,-92.67582,41.839973,8,54,102,9
347,0x1000000000008,New World Corp,tank below 10%,-92.78901,42.133656,8,53,101,9
348,0x1000000000005,New World Corp,tank below 10%,-93.27652,42.099888,8,53,106,8
349,0x1000000000021,AI Inc.,device error,-93.368935,42.457176,5,52,105,6
350,0x1000000000006,AI Inc.,tank below 10%,-92.95534,42.259342,7,51,104,7
351,0x1000000000007,Hot Data Ltd,tank below 10%,-93.50055,41.805084,7,55,101,9
352,0x1000000000012,AI Inc.,system malfunction,-93.593056,42.15285,7,51,102,7
353,0x100000000000c,AI Inc.,tank below 10%,-93.55964,42.20459,5,51,107,6
354,0x1000000000013,Hot Data Ltd,system malfunction,-93.066185,41.816666,2,52,102,2
355,0x1000000000020,New World Corp,device error,-92.68954,42.393654,9,50,106,11
356,0x1000000000001,Hot Data Ltd,device error,-92.89964,42.063904,7,51,105,7
357,0x1000000000020,New World Corp,tank below 5%,-93.00828,42.05782,6,52,101,6
358,0x100000000000e,New World Corp,tank below 5%,-93.01872,42.141136,5,51,107,5
359,0x1000000000010,Hot Data Ltd,tank below 10%,-93.297585,42.456814,6,55,104,7
360,0x100000000000e,New World Corp,device error,-93.082275,42.22626,4,51,101,6
361,0x1000000000027,AI Inc.,system malfunction,-93.33464,41.741398,4,53,103,4
362,0x100000000001e,AI Inc.,device error,-93.34955,42.198505,4,51,102,6
363,0x1000000000027,AI Inc.,tank below 5%,-92.66774,42.482845,8,52,104,10
364,0x1000000000000,AI Inc.,system malfunction,-93.223946,42.38886,3,51,101,3
365,0x1000000000004,Hot Data Ltd,tank below 5%,-92.87006,41.63686,5,53,100,5
366,0x1000000000019,Hot Data Ltd,tank below 10%,-92.97028,42.035545,8,50,105,8
367,0x1000000000003,AI Inc.,device error,-93.17112,42.58282,8,55,107,9
368,0x1000000000022,Hot Data Ltd,tank below 10%,-92.931274,42.08336,2,54,104,3
369,0x1000000000002,New World Corp,tank below 10%,-93.47045,41.71289,8,52,105,8
370,0x1000000000003,AI Inc.,device error,-93.21059,42.5404,1,53,102,2
371,0x1000000000003,AI Inc.,tank below 5%,-93.25364,42.32711,2,53,105,2
372,0x1000000000001,Hot Data Ltd,tank below 5%,-93.024864,41.968983,9,53,107,11
373,0x1000000000022,Hot Data Ltd,tank below 5%,-92.65642,42.512047,5,50,101,5
374,0x1000000000022,Hot Data Ltd,system malfunction,-92.634735,41.76779,7,53,103,9
375,0x1000000000021,AI Inc.,device error,-93.58923,41.66462,8,52,102,10
376,0x100000000001c,Hot Data Ltd,tank below 10%,-92.870575,42.250957,4,53,105,6
377,0x100000000001f,Hot Data Ltd,tank below 10%,-93.022514,41.7508,3,53,101,3
378,0x100000000001a,New World Corp,tank below 5%,-93.55096,42.12134,10,52,105,11
379,0x1000000000015,AI Inc.,tank below 5%,-93.30023,42.13452,4,55,106,4
380,0x1000000000006,AI Inc.,device error,-92.88116,42.494743,8,50,102,8
381,0x1000000000013,Hot Data Ltd,tank below 10%,-93.18219,41.763203,9,52,101,9
382,0x100000000001c,Hot Data Ltd,system malfunction,-92.69919,41.682312,3,53,102,3
383,0x1000000000013,Hot Data Ltd,system malfunction,-92.81218,42.21772,7,51,107,9
384,0x1000000000018,AI Inc.,tank below 5%,-93.1708,41.980152,2,51,106,3
385,0x1000000000007,Hot Data Ltd,tank below 10%,-93.21391,41.889896,9,53,106,11
386,0x100000000001e,AI Inc.,tank below 10%,-92.868835,41.974396,9,51,105,11
387,0x1000000000012,AI Inc.,system malfunction,-93.31225,42.414036,2,51,106,4
388,0x1000000000017,New World Corp,system malfunction,-92.94472,42.508987,7,51,101,8
389,0x100000000000a,Hot Data Ltd,tank below 5%,-93.16241,42.366142,4,50,100,6
390,0x1000000000023,New World Corp,tank below 5%,-92.91738,42.43459,1,53,105,3
391,0x1000000000014,New World Corp,system malfunction,-92.747604,42.14519,8,51,104,9
392,0x100000000000e,New World Corp,tank below 5%,-93.2387,42.228313,7,53,105,8
393,0x1000000000003,AI Inc.,device error,-92.68619,42.462776,8,54,101,8
394,0x1000000000023,New World Corp,device error,-93.12629,41.637283,2,52,103,2
395,0x100000000001d,New World Corp,system malfunction,-92.68475,42.19744,3,50,102,4
396,0x100000000001d,New World Corp,system malfunction,-93.0622,41.66161,3,50,106,3
397,0x100000000000a,Hot Data Ltd,tank below 10%,-93.31354,42.09635,1,52,101,1
398,0x1000000000021,AI Inc.,system malfunction,-93.30913,42.2658,2,54,106,4
399,0x100000000000e,New World Corp,tank below 10%,-92.7471,42.123657,7,50,101,9
400,0x1000000000006,AI Inc.,tank below 5%,-92.94321,41.61951,9,53,101,10
401,0x1000000000008,New World Corp,tank below 10%,-93.32881,41.65486,7,53,103,7
402,0x1000000000020,New World Corp,tank below 5%,-93.4942,42.363823,1,52,101,2
403,0x1000000000001,Hot Data Ltd,device error,-93.48668,42.416435,7,54,103,8
404,0x100000000001d,New World Corp,system malfunction,-93.28669,42.057983,4,54,104,5
405,0x1000000000018,AI Inc.,tank below 5%,-92.87344,42.043667,7,54,102,7
406,0x1000000000010,Hot Data Ltd,system malfunction,-92.92173,41.91428,5,52,101,6
407,0x1000000000009,AI Inc.,tank below 10%,-93.43423,42.2029,8,50,101,10
408,0x100000000001b,AI Inc.,tank below 5%,-93.557304,42.300854,4,50,102,4
409,0x100000000000e,New World Corp,system malfunction,-92.70925,42.405376,3,54,107,4
410,0x100000000001e,AI Inc.,device error,-93.46348,41.616524,5,55,107,7
411,0x1000000000004,Hot Data Ltd,system malfunction,-93.29532,42.358864,4,51,101,5
412,0x1000000000017,New World Corp,device error,-92.8593,42.452152,8,53,105,10
413,0x1000000000002,New World Corp,tank below 5%,-93.45596,41.906334,7,53,101,7
414,0x1000000000009,AI Inc.,device error,-93.24469,42.324455,2,54,102,2
415,0x1000000000005,New World Corp,device error,-92.79958,42.014313,5,53,102,6
416,0x1000000000020,New World Corp,device error,-93.19567,41.7845,4,54,102,6
417,0x1000000000017,New World Corp,system malfunction,-93.45074,42.33769,8,55,103,8
418,0x1000000000001,Hot Data Ltd,system malfunction,-93.56696,41.66398,7,51,101,7
419,0x1000000000024,AI Inc.,tank below 5%,-92.75764,42.022316,8,51,104,8
420,0x1000000000019,Hot Data Ltd,tank below 5%,-93.12298,41.94714,7,54,100,8
421,0x1000000000012,AI Inc.,device error,-93.074745,41.646553,6,53,106,6
422,0x1000000000010,Hot Data Ltd,device error,-92.94295,41.70962,2,51,103,3
423,0x1000000000025,Hot Data Ltd,device error,-93.34508,42.54909,7,51,102,8
424,0x1000000000008,New World Corp,tank below 5%,-92.876595,42.282593,3,54,102,3
425,0x100000000000a,Hot Data Ltd,tank below 5%,-92.699486,41.708332,4,54,107,6
426,0x1000000000011,New World Corp,system malfunction,-92.91549,42.285355,4,55,104,6
427,0x100000000000a,Hot Data Ltd,tank below 5%,-93.06046,42.563644,5,51,105,6
428,0x100000000000c,AI Inc.,device error,-93.07128,41.712154,10,52,107,10
429,0x1000000000019,Hot Data Ltd,tank below 10%,-93.18392,41.987972,2,51,101,2
430,0x1000000000016,Hot Data Ltd,tank below 5%,-93.02898,41.807934,3,50,100,5
431,0x100000000001d,New World Corp,tank below 5%,-93.10777,42.312042,3,54,103,5
432,0x1000000000009,AI Inc.,system malfunction,-92.69587,41.664936,9,51,102,9
433,0x100000000000c,AI Inc.,device error,-92.84788,41.83048,2,55,104,3
434,0x100000000001b,AI Inc.,tank below 5%,-92.980736,42.465923,4,50,103,4
435,0x100000000001b,AI Inc.,tank below 5%,-93.29607,42.017334,4,50,105,6
436,0x1000000000005,New World Corp,tank below 10%,-92.87892,42.028603,5,54,105,6
437,0x1000000000001,Hot Data Ltd,device error,-93.28227,42.415276,2,52,102,2
438,0x1000000000005,New World Corp,tank below 5%,-93.29842,41.602898,3,53,102,3
439,0x1000000000015,AI Inc.,tank below 5%,-93.12915,42.234432,8,53,101,8
440,0x1000000000017,New World Corp,tank below 5%,-93.28266,42.264267,7,51,104,7
441,0x1000000000007,Hot Data Ltd,tank below 5%,-93.26787,41.78273,8,53,103,10
442,0x1000000000003,AI Inc.,tank below 10%,-92.812386,42.298817,3,54,105,5
443,0x1000000000004,Hot Data Ltd,tank below 5%,-93.389786,41.783962,7,51,105,7
444,0x1000000000011,New World Corp,device error,-93.209946,41.959446,1,52,101,3
445,0x100000000000a,Hot Data Ltd,tank below 5%,-93.31455,41.95824,5,55,103,5
446,0x1000000000010,Hot Data Ltd,tank below 5%,-93.47392,42.04529,6,51,102,8
447,0x100000000000a,Hot Data Ltd,system malfunction,-92.80629,41.611935,10,51,103,10
448,0x1000000000007,Hot Data Ltd,system malfunction,-93.35095,42.279907,8,51,106,8
449,0x1000000000023,New World Corp,system malfunction,-93.38169,41.761623,3,53,102,4
450,0x100000000001e,AI Inc.,tank below 10%,-93.49287,41.627743,6,53,101,8
451,0x100000000000c,AI Inc.,device error,-93.264015,42.26067,1,52,105,1
452,0x1000000000000,AI Inc.,tank below 5%,-93.111244,42.333374,4,53,104,6
453,0x1000000000016,Hot Data Ltd,tank below 5%,-92.729195,42.478065,9,51,101,9
454,0x1000000000017,New World Corp,device error,-93.13405,41.788036,6,50,105,8
455,0x1000000000002,New World Corp,tank below 5%,-92.66934,42.5196,4,52,100,4
456,0x1000000000026,New World Corp,system malfunction,-92.84418,42.59262,4,51,106,5
457,0x1000000000009,AI Inc.,tank below 5%,-92.91371,42.220528,10,54,106,11
458,0x1000000000026,New World Corp,tank below 5%,-92.79893,42.3628,5,54,103,7
459,0x1000000000010,Hot Data Ltd,system malfunction,-93.488655,41.90614,6,53,101,7
460,0x1000000000006,AI Inc.,system malfunction,-93.45044,42.20432,8,52,105,10
461,0x1000000000023,New World Corp,tank below 10%,-93.06731,41.900127,4,53,105,6
462,0x100000000001a,New World Corp,tank below 5%,-92.655594,41.890152,8,54,100,10
463,0x100000000000d,Hot Data Ltd,device error,-93.310455,42.06501,6,53,102,6
464,0x1000000000002,New World Corp,device error,-93.16816,42.01153,1,54,106,1
465,0x1000000000008,New World Corp,device error,-93.23349,42.17645,3,51,106,5
466,0x1000000000005,New World Corp,device error,-93.139175,42.25433,1,50,104,3
467,0x100000000000a,Hot Data Ltd,device error,-93.158745,42.047626,6,52,107,7
468,0x1000000000004,Hot Data Ltd,device error,-93.39616,42.00986,9,53,106,10
469,0x1000000000027,AI Inc.,tank below 10%,-93.138626,41.652733,5,54,105,6
470,0x1000000000007,Hot Data Ltd,system malfunction,-93.00746,41.884827,3,51,104,4
471,0x100000000000e,New World Corp,device error,-93.53413,41.97218,7,53,104,9
472,0x1000000000006,AI Inc.,device error,-93.05631,42.233288,8,53,100,8
473,0x1000000000017,New World Corp,device error,-93.47074,42.265087,9,53,105,9
474,0x1000000000000,AI Inc.,tank below 5%,-93.52704,41.85356,1,52,102,3
475,0x1000000000021,AI Inc.,system malfunction,-93.40051,42.53254,5,50,103,6
476,0x1000000000014,New World Corp,tank below 10%,-93.5743,42.132572,3,54,103,3
477,0x1000000000007,Hot Data Ltd,device error,-93.21099,42.01413,4,53,105,4
478,0x100000000001c,Hot Data Ltd,system malfunction,-93.50134,42.131813,6,54,107,6
479,0x100000000000f,AI Inc.,tank below 10%,-92.884766,41.93744,6,54,103,7
480,0x1000000000000,AI Inc.,device error,-93.404655,42.53404,9,54,105,10
481,0x1000000000009,AI Inc.,tank below 5%,-93.34902,41.999313,8,50,100,10
482,0x100000000001c,Hot Data Ltd,tank below 10%,-92.98545,42.087605,4,53,107,4
483,0x1000000000013,Hot Data Ltd,device error,-93.56955,41.726837,6,51,101,6
484,0x1000000000023,New World Corp,system malfunction,-93.28629,41.950714,9,50,107,11
485,0x1000000000025,Hot Data Ltd,device error,-92.93527,42.44448,4,53,105,5
486,0x100000000000a,Hot Data Ltd,tank below 5%,-93.51122,41.843773,3,53,104,3
487,0x100000000000a,Hot Data Ltd,tank below 10%,-92.98571,42.51317,10,54,103,11
488,0x1000000000023,New World Corp,tank below 5%,-92.74868,42.246384,8,53,105,8
489,0x1000000000022,Hot Data Ltd,tank below 5%,-93.0129,42.385,3,55,100,3
490,0x1000000000001,Hot Data Ltd,tank below 10%,-92.733086,42.03244,2,53,103,4
491,0x100000000001f,Hot Data Ltd,system malfunction,-93.54019,41.932823,7,51,105,8
492,0x1000000000023,New World Corp,tank below 10%,-92.77311,42.145386,5,55,104,5
493,0x1000000000003,AI Inc.,system malfunction,-93.02123,42.47737,8,55,101,8
494,0x100000000000e,New World Corp,tank below 5%,-92.91472,41.947556,5,53,104,7
495,0x100000000000e,New World Corp,device error,-92.91311,41.72841,3,51,104,3
496,0x100000000001f,Hot Data Ltd,tank below 5%,-93.23114,42.289547,5,51,102,7
497,0x1000000000002,New World Corp,device error,-93.57868,42.00726,8,53,105,10
498,0x1000000000019,Hot Data Ltd,tank below 5%,-93.341225,42.324924,3,51,104,5
499,0x1000000000017,New World Corp,system malfunction,-93.493324,41.973324,2,54,103,4
500,0x1000000000025,Hot Data Ltd,tank below 10%,-93.07016,41.88515,9,54,106,9
501,0x1000000000000,AI Inc.,system malfunction,-93.027115,42.558235,7,54,106,8
502,0x1000000000006,AI Inc.,device error,-93.10475,42.45263,2,51,102,3
503,0x100000000000d,Hot Data Ltd,tank below 10%,-93.35006,42.413242,8,50,102,10
504,0x100000000000f,AI Inc.,tank below 5%,-93.2525,42.200104,6,53,107,8
505,0x1000000000026,New World Corp,device error,-93.499275,42.276756,9,51,106,11
506,0x1000000000013,Hot Data Ltd,device error,-93.59285,41.86484,7,51,101,8
507,0x1000000000003,AI Inc.,tank below 5%,-92.69966,42.30091,4,51,100,4
508,0x100000000000a,Hot Data Ltd,tank below 5%,-92.87771,42.534283,3,53,101,5
509,0x1000000000014,New World Corp,tank below 10%,-92.869255,42.468124,10,54,105,12
510,0x1000000000011,New World Corp,device error,-93.469055,42.109215,7,53,105,8
511,0x1000000000019,Hot Data Ltd,device error,-92.87739,41.992226,7,53,104,7
512,0x1000000000024,AI Inc.,device error,-93.12993,42.25977,10,52,104,12
513,0x1000000000016,Hot Data Ltd,system malfunction,-93.58313,42.348846,7,53,107,9
514,0x1000000000001,Hot Data Ltd,system malfunction,-93.25304,42.401966,4,53,107,5
515,0x1000000000022,Hot Data Ltd,device error,-93.41949,42.412537,9,52,103,9
516,0x100000000001c,Hot Data Ltd,tank below 10%,-93.5116,42.54733,2,53,107,2
517,0x1000000000008,New World Corp,tank below 5%,-93.41664,42.508068,1,51,104,1
518,0x1000000000008,New World Corp,device error,-92.978,41.816265,9,55,102,9
519,0x1000000000018,AI Inc.,tank below 10%,-93.14701,41.633183,7,52,105,7
520,0x100000000000a,Hot Data Ltd,tank below 5%,-92.64871,42.11981,5,50,101,7
521,0x1000000000026,New World Corp,tank below 10%,-93.068535,42.534103,2,54,101,2
522,0x100000000001c,Hot Data Ltd,tank below 5%,-93.31448,41.895218,3,50,107,3
523,0x1000000000006,AI Inc.,system malfunction,-93.3942,42.336826,10,52,102,12
524,0x1000000000016,Hot Data Ltd,tank below 5%,-93.47855,41.934387,8,51,103,10
525,0x100000000000c,AI Inc.,tank below 10%,-92.92573,42.55341,8,54,106,9
526,0x1000000000027,AI Inc.,device error,-92.6958,41.952797,2,54,103,2
527,0x100000000001c,Hot Data Ltd,tank below 5%,-93.398834,41.883736,6,52,102,8
528,0x100000000000a,Hot Data Ltd,device error,-92.8298,42.08639,3,51,101,3
529,0x100000000000f,AI Inc.,device error,-92.82784,42.47994,4,51,104,6
530,0x1000000000009,AI Inc.,device error,-93.32742,42.12433,6,54,104,7
531,0x1000000000023,New World Corp,system malfunction,-93.5339,41.706955,4,52,101,4
532,0x100000000000c,AI Inc.,system malfunction,-92.67799,41.867874,5,52,105,5
533,0x100000000001e,AI Inc.,system malfunction,-93.24466,42.355774,3,52,102,3
534,0x1000000000017,New World Corp,tank below 10%,-92.79525,41.842937,3,54,104,4
535,0x1000000000016,Hot Data Ltd,tank below 5%,-92.92386,42.458553,4,52,102,4
536,0x100000000000f,AI Inc.,tank below 5%,-92.93417,41.696045,3,50,101,4
537,0x1000000000000,AI Inc.,device error,-93.07077,42.558388,8,50,101,10
538,0x1000000000023,New World Corp,device error,-93.23305,42.23971,6,50,103,6
539,0x100000000001d,New World Corp,tank below 5%,-92.840225,42.117485,4,54,100,6
540,0x100000000000e,New World Corp,system malfunction,-92.87428,41.70436,6,51,106,6
541,0x1000000000001,Hot Data Ltd,tank below 5%,-92.70308,41.705803,4,54,105,6
542,0x1000000000001,Hot Data Ltd,tank below 5%,-92.88642,41.79555,6,52,107,7
543,0x1000000000021,AI Inc.,tank below 5%,-93.075745,41.642044,2,54,102,4
544,0x1000000000022,Hot Data Ltd,tank below 10%,-92.7012,42.512207,10,54,106,11
545,0x1000000000016,Hot Data Ltd,device error,-93.39779,42.255116,4,50,105,5
546,0x100000000000f,AI Inc.,system malfunction,-93.538635,41.73943,4,53,106,4
547,0x1000000000027,AI Inc.,tank below 5%,-92.67621,41.82415,3,53,102,5
548,0x1000000000004,Hot Data Ltd,tank below 10%,-92.92285,42.404682,10,53,104,12
549,0x1000000000014,New World Corp,tank below 5%,-93.0758,42.24294,5,53,103,7
550,0x1000000000026,New World Corp,tank below 10%,-93.27331,42.10173,3,51,101,4
551,0x100000000000d,Hot Data Ltd,device error,-93.495865,42.562943,4,55,101,5
552,0x100000000000f,AI Inc.,device error,-92.9406,42.080276,5,53,102,6
553,0x100000000000c,AI Inc.,tank below 5%,-93.24903,42.231678,3,55,100,5
554,0x1000000000009,AI Inc.,tank below 10%,-92.83203,41.809322,3,51,103,4
555,0x1000000000019,Hot Data Ltd,device error,-93.218315,42.04831,4,54,105,5
556,0x1000000000024,AI Inc.,tank below 10%,-93.03731,42.342094,3,52,106,5
557,0x1000000000007,Hot Data Ltd,tank below 5%,-93.5745,42.307365,9,52,101,11
558,0x1000000000001,Hot Data Ltd,tank below 5%,-93.453285,42.417973,1,55,106,2
559,0x1000000000012,AI Inc.,system malfunction,-92.81355,42.08627,5,52,106,6
560,0x1000000000002,New World Corp,tank below 10%,-93.27785,42.05783,5,53,104,5
561,0x100000000001f,Hot Data Ltd,device error,-92.9539,41.88196,6,53,104,8
562,0x1000000000001,Hot Data Ltd,tank below 5%,-93.46246,41.88278,2,51,100,2
563,0x1000000000007,Hot Data Ltd,device error,-92.84506,41.951702,10,54,106,12
564,0x1000000000008,New World Corp,system malfunction,-93.35666,41.948795,5,54,104,5
565,0x1000000000012,AI Inc.,device error,-92.9248,41.676205,4,51,100,4
566,0x1000000000018,AI Inc.,system malfunction,-93.4337,42.194866,6,53,100,8
567,0x1000000000016,Hot Data Ltd,device error,-92.99129,41.899944,4,53,101,6
568,0x1000000000017,New World Corp,system malfunction,-93.26177,42.40232,1,50,101,1
569,0x1000000000018,AI Inc.,tank below 10%,-93.3916,41.82003,5,53,100,5
570,0x1000000000011,New World Corp,system malfunction,-92.72382,42.518448,2,51,102,2
571,0x100000000001c,Hot Data Ltd,tank below 5%,-93.09717,42.23831,5,53,100,7
572,0x1000000000023,New World Corp,tank below 10%,-93.1421,42.390446,4,53,104,4
573,0x1000000000017,New World Corp,tank below 5%,-92.666725,42.023167,6,51,102,8
574,0x100000000000e,New World Corp,device error,-92.64309,41.88158,1,51,100,3
575,0x1000000000003,AI Inc.,tank below 5%,-92.99418,42.08181,7,52,102,7
576,0x100000000001b,AI Inc.,tank below 5%,-92.99945,41.610203,2,53,103,2
577,0x1000000000010,Hot Data Ltd,tank below 5%,-93.50912,41.86214,8,55,105,10
578,0x1000000000017,New World Corp,device error,-93.49195,41.817005,4,53,106,5
579,0x100000000001c,Hot Data Ltd,tank below 10%,-93.40665,41.859608,2,54,106,3
580,0x1000000000016,Hot Data Ltd,tank below 10%,-93.02643,41.649174,5,51,104,7
581,0x100000000000b,New World Corp,tank below 5%,-92.85393,41.91876,8,54,101,8
582,0x1000000000008,New World Corp,device error,-92.72239,42.530388,3,50,106,3
583,0x1000000000025,Hot Data Ltd,tank below 10%,-93.507965,42.1716,2,51,104,3
584,0x1000000000020,New World Corp,tank below 5%,-93.34204,42.492416,3,53,104,5
585,0x1000000000010,Hot Data Ltd,device error,-92.83821,41.625294,2,51,100,4
586,0x1000000000027,AI Inc.,tank below 5%,-93.363525,41.984623,1,51,103,2
587,0x1000000000019,Hot Data Ltd,tank below 5%,-93.11552,41.648933,7,52,101,8
588,0x1000000000008,New World Corp,tank below 10%,-92.89901,41.69879,10,52,106,11
589,0x1000000000001,Hot Data Ltd,device error,-92.99808,41.88832,5,55,105,6
590,0x1000000000010,Hot Data Ltd,tank below 5%,-93.56428,42.103275,2,53,105,4
591,0x1000000000001,Hot Data Ltd,device error,-93.47032,41.60073,7,50,105,9
592,0x1000000000014,New World Corp,tank below 5%,-93.25999,42.2774,3,50,101,5
593,0x1000000000024,AI Inc.,tank below 5%,-93.00553,41.94165,9,53,105,9
594,0x1000000000023,New World Corp,device error,-93.35251,42.389668,3,51,102,4
595,0x100000000001e,AI Inc.,tank below 5%,-92.721794,42.015213,7,55,105,9
596,0x100000000001e,AI Inc.,tank below 10%,-93.15586,42.04759,6,52,104,6
597,0x100000000000b,New World Corp,tank below 5%,-92.907196,41.882626,7,50,101,8
598,0x1000000000024,AI Inc.,tank below 5%,-93.33504,41.620033,9,53,107,11
599,0x100000000001b,AI Inc.,tank below 5%,-93.36308,42.056175,2,50,103,2
600,0x1000000000013,Hot Data Ltd,tank below 10%,-92.68332,41.59775,1,54,106,1
601,0x1000000000026,New World Corp,system malfunction,-92.93913,42.0863,4,51,105,5
602,0x1000000000008,New World Corp,device error,-93.30199,42.579475,8,51,106,9
603,0x1000000000019,Hot Data Ltd,tank below 10%,-93.07276,41.829037,9,53,100,11
604,0x1000000000015,AI Inc.,device error,-93.15491,42.3262,5,51,100,7
605,0x100000000000d,Hot Data Ltd,tank below 5%,-93.473335,41.92557,6,53,106,6
606,0x1000000000012,AI Inc.,system malfunction,-92.9754,42.263386,9,53,104,11
607,0x100000000001f,Hot Data Ltd,tank below 5%,-92.86884,41.79648,6,53,101,7
608,0x100000000000f,AI Inc.,tank below 5%,-92.770164,41.995186,5,54,106,5
609,0x1000000000006,AI Inc.,tank below 5%,-92.70602,42.301105,3,55,100,4
610,0x100000000000d,Hot Data Ltd,system malfunction,-92.873215,41.982136,3,54,105,4
611,0x100000000000e,New World Corp,tank below 5%,-92.63951,42.460835,3,50,101,5
612,0x100000000001f,Hot Data Ltd,device error,-93.49883,42.203938,4,54,100,6
613,0x100000000001a,New World Corp,device error,-92.89053,42.114944,5,51,105,5
614,0x1000000000022,Hot Data Ltd,device error,-93.52099,42.213814,8,54,101,9
615,0x100000000000b,New World Corp,device error,-92.8666,42.4879,4,53,106,4
616,0x1000000000010,Hot Data Ltd,tank below 5%,-93.33074,41.991863,3,50,106,3
617,0x1000000000011,New World Corp,tank below 10%,-93.245926,42.155838,2,50,104,4
618,0x100000000001c,Hot Data Ltd,system malfunction,-92.87705,42.31772,9,53,103,11
619,0x1000000000023,New World Corp,system malfunction,-93.38791,41.94663,3,50,105,5
620,0x1000000000001,Hot Data Ltd,tank below 10%,-92.71009,41.854332,6,51,105,8
621,0x1000000000003,AI Inc.,device error,-92.653496,42.56305,1,51,103,3
622,0x1000000000005,New World Corp,device error,-92.84855,42.035007,2,52,104,3
623,0x1000000000022,Hot Data Ltd,device error,-93.507034,42.374252,10,53,104,12
624,0x1000000000010,Hot Data Ltd,device error,-93.3557,42.330254,10,55,103,10
625,0x1000000000022,Hot Data Ltd,tank below 5%,-93.33704,42.060738,3,53,104,3
626,0x1000000000026,New World Corp,tank below 5%,-93.53173,42.41696,6,54,100,6
627,0x1000000000003,AI Inc.,device error,-93.50938,41.852234,8,53,106,10
628,0x1000000000019,Hot Data Ltd,device error,-93.53156,41.831974,5,54,102,5
629,0x1000000000015,AI Inc.,device error,-92.96508,42.143124,6,52,102,7
630,0x1000000000011,New World Corp,device error,-92.964836,41.811844,6,54,104,8
631,0x1000000000000,AI Inc.,tank below 5%,-93.51342,41.77987,1,52,107,3
632,0x1000000000021,AI Inc.,device error,-93.512634,41.652203,1,54,106,1
633,0x1000000000018,AI Inc.,device error,-92.977325,41.691677,3,55,101,3
634,0x1000000000010,Hot Data Ltd,system malfunction,-92.83741,42.527454,2,51,103,4
635,0x100000000000c,AI Inc.,device error,-93.384026,41.851505,8,51,101,10
636,0x1000000000019,Hot Data Ltd,device error,-92.753624,42.374588,9,54,105,10
637,0x1000000000019,Hot Data Ltd,device error,-92.68227,42.47073,7,53,101,8
638,0x1000000000013,Hot Data Ltd,tank below 10%,-93.38625,41.722538,6,52,102,6
639,0x1000000000002,New World Corp,tank below 5%,-93.1594,42.017914,6,54,104,6
640,0x1000000000013,Hot Data Ltd,device error,-93.21678,42.182602,1,54,105,1
641,0x100000000000f,AI Inc.,device error,-93.30326,42.456375,6,50,102,8
642,0x1000000000003,AI Inc.,device error,-93.4065,42.12278,10,54,102,10
643,0x100000000000a,Hot Data Ltd,device error,-93.41347,42.06406,3,55,104,4
644,0x1000000000027,AI Inc.,tank below 5%,-93.39644,42.586346,4,51,101,6
645,0x100000000000f,AI Inc.,device error,-93.50232,41.771614,7,51,106,9
646,0x100000000001b,AI Inc.,system malfunction,-93.18245,41.991222,4,54,105,4
647,0x100000000001a,New World Corp,tank below 10%,-92.83804,41.76464,3,52,102,3
648,0x1000000000005,New World Corp,system malfunction,-93.368576,41.67457,1,51,105,2
649,0x100000000001a,New World Corp,system malfunction,-93.46995,42.26459,4,53,100,5
650,0x1000000000014,New World Corp,device error,-92.75615,41.61054,1,53,107,2
651,0x1000000000002,New World Corp,tank below 5%,-92.72137,42.555447,5,54,106,7
652,0x1000000000018,AI Inc.,device error,-92.99995,42.4649,10,53,101,10
653,0x1000000000017,New World Corp,device error,-92.87053,41.9509,2,55,102,4
654,0x100000000000c,AI Inc.,tank below 5%,-92.93106,41.605373,9,53,105,10
655,0x1000000000020,New World Corp,tank below 5%,-93.06632,41.953598,2,52,105,3
656,0x1000000000006,AI Inc.,system malfunction,-92.93771,42.44356,3,51,104,4
657,0x100000000000a,Hot Data Ltd,tank below 5%,-92.78694,42.383762,6,53,102,7
658,0x1000000000024,AI Inc.,tank below 5%,-92.83439,42.354214,4,50,103,4
